Date,Open,High,Low,Close,Adj Close,Volume
2000-10-09,82.562500,83.812500,74.406250,81.250000,69.755074,208214200
2000-10-16,81.125000,87.875000,74.562500,86.312500,74.101326,229071800
2000-10-23,86.187500,87.500000,73.625000,79.718750,68.440483,230128500
2000-10-30,78.187500,83.937500,75.703125,83.062500,71.311134,180978300
2000-11-06,83.625000,84.125000,71.750000,71.750000,61.599087,202349800
2000-11-13,70.953125,78.062500,68.265625,72.828125,62.524712,241426300
2000-11-20,70.937500,72.062500,66.500000,70.437500,60.472324,165602500
2000-11-27,72.562500,72.937500,60.500000,64.000000,54.945553,282323700
2000-12-04,64.125000,73.500000,61.750000,68.000000,58.379631,296328200
2000-12-11,72.062500,74.781250,62.562500,63.875000,54.838223,235134700
2000-12-18,65.156250,65.968750,54.250000,60.500000,51.940727,347986900
2000-12-25,60.593750,62.484375,58.000000,58.375000,50.116367,151226200
2001-01-01,58.562500,65.250000,52.156250,56.625000,48.613930,307937200
2001-01-08,56.312500,64.625000,53.515625,62.734375,53.858978,309399300
2001-01-15,62.562500,68.312500,60.562500,66.312500,56.930885,204819300
2001-01-22,65.875000,69.125000,63.000000,65.546875,56.273582,242375300
2001-01-29,64.750000,67.989998,60.000000,61.549999,52.842155,225889200
2001-02-05,61.189999,63.119999,56.000000,56.400002,48.420765,244060900
2001-02-12,56.250000,60.490002,54.119999,55.130001,47.330448,307083600
2001-02-19,55.740002,55.840000,48.230000,51.180000,43.939270,324840800
2001-02-26,52.080002,52.599998,45.650002,46.700001,40.093086,444972400
2001-03-05,47.500000,50.660000,44.950001,45.099998,38.719437,288888600
2001-03-12,44.000000,45.310001,40.560001,41.200001,35.371204,409808400
2001-03-19,41.439999,43.830002,39.490002,42.799999,36.744823,479730700
2001-03-26,43.470001,43.720001,38.000000,39.150002,33.611225,348791000
2001-04-02,39.169998,39.849998,33.599998,35.950001,30.863937,408362600
2001-04-09,36.790001,42.799999,35.849998,42.799999,36.744823,318264800
2001-04-16,41.939999,49.439999,39.900002,48.400002,41.552574,479881200
2001-04-23,46.990002,47.720001,43.099998,45.150002,38.762371,363314500
2001-04-30,46.250000,49.400002,45.110001,48.200001,41.380871,345722200
2001-05-07,48.000000,48.599998,45.090000,45.549999,39.105778,273407600
2001-05-14,45.299999,48.790001,43.349998,48.040001,41.243507,307131900
2001-05-21,48.169998,51.950001,47.650002,48.990002,42.059097,326262400
2001-05-28,48.500000,48.500000,44.080002,46.049999,39.535057,277899600
2001-06-04,46.330002,49.490002,45.290001,47.349998,40.651115,292803500
2001-06-11,46.900002,47.000000,41.279999,42.599998,36.573120,371435000
2001-06-18,42.639999,44.230000,41.259998,43.250000,37.131184,339597600
2001-06-25,43.610001,46.520000,42.480000,45.700001,39.234566,297339900
2001-07-02,45.650002,46.480000,41.490002,41.650002,35.757542,173487300
2001-07-09,41.889999,44.430000,39.869999,43.150002,37.045326,314845200
2001-07-16,43.369999,43.860001,41.139999,41.650002,35.757542,303604000
2001-07-23,42.240002,42.400002,39.310001,41.950001,36.015087,311264100
2001-07-30,42.130001,44.000000,41.400002,43.180000,37.071064,253757700
2001-08-06,42.529999,42.849998,39.230000,40.279999,34.581360,280911700
2001-08-13,40.590000,41.700001,37.709999,37.759998,32.417870,283505200
2001-08-20,37.849998,39.389999,36.540001,39.299999,33.740017,284750700
2001-08-27,39.279999,39.900002,35.750000,36.630001,31.447744,305678300
2001-09-03,36.509998,37.500000,33.349998,33.700001,28.932266,353765400
2001-09-10,33.490002,34.320000,33.340000,34.099998,29.275688,80371300
2001-09-17,31.250000,32.799999,27.200001,28.190001,24.201805,483801100
2001-09-24,29.080000,30.430000,27.420000,28.980000,24.880024,384178400
2001-10-01,28.850000,33.200001,27.850000,31.760000,27.266729,487607700
2001-10-08,31.129999,35.250000,30.750000,34.549999,29.662010,428328800
2001-10-15,34.119999,36.000000,32.000000,33.549999,28.803488,469081500
2001-10-22,33.439999,37.060001,33.220001,36.009998,30.915447,480714300
2001-10-29,36.000000,36.150002,32.840000,35.599998,30.563457,452048200
2001-11-05,36.259998,39.400002,36.160000,37.730000,32.392128,444288200
2001-11-12,37.000000,40.240002,36.299999,39.369999,33.800102,449971500
2001-11-19,39.790001,40.490002,37.980000,39.279999,33.722828,242286700
2001-11-26,39.580002,40.970001,38.689999,39.650002,34.040489,426918300
2001-12-03,39.290001,43.240002,38.439999,41.730000,35.826206,414936900
2001-12-10,41.320000,42.259998,39.570000,40.110001,34.435402,360826800
2001-12-17,40.020000,41.500000,38.680000,39.480000,33.894535,331995900
2001-12-24,39.540001,40.799999,39.150002,40.330002,34.624275,123828900
2001-12-31,40.310001,42.290001,38.910000,41.669998,35.774704,280531700
2002-01-07,42.110001,42.599998,40.110001,40.849998,35.070721,363626900
2002-01-14,40.490002,40.750000,38.220001,38.590000,33.130444,386440300
2002-01-21,39.000000,39.509998,37.330002,38.830002,33.336494,292825900
2002-01-28,39.150002,39.400002,36.849998,38.139999,32.744122,363383800
2002-02-04,37.959999,38.070000,34.970001,36.169998,31.052816,446333700
2002-02-11,36.139999,37.570000,35.639999,35.779999,30.717995,327305800
2002-02-18,35.369999,35.459999,33.090000,33.650002,28.889341,388121900
2002-02-25,34.000000,35.750000,33.750000,35.740002,30.683670,460630100
2002-03-04,35.700001,39.029999,35.400002,38.669998,33.199142,454070300
2002-03-11,38.349998,39.189999,36.590000,37.230000,31.962856,359730500
2002-03-18,37.630001,37.939999,35.900002,36.680000,31.490664,347831300
2002-03-25,36.689999,36.900002,35.400002,36.060001,30.958391,303950600
2002-04-01,35.799999,36.900002,34.180000,34.369999,29.507471,393204200
2002-04-08,33.470001,34.980000,32.880001,33.520000,28.777739,410635300
2002-04-15,33.799999,35.500000,33.200001,34.459999,29.584749,363874500
2002-04-22,34.009998,34.009998,31.010000,31.040001,26.648594,409916900
2002-04-29,31.240000,32.189999,29.480000,29.740000,25.532505,468615800
2002-05-06,29.629999,31.889999,28.420000,29.559999,25.377975,546947100
2002-05-13,29.870001,33.630001,29.670000,32.930000,28.271198,524389300
2002-05-20,32.599998,32.700001,30.410000,31.240000,26.820295,422187700
2002-05-27,31.469999,31.520000,29.900000,30.040001,25.790062,314287500
2002-06-03,30.000000,30.250000,27.520000,28.299999,24.296232,467935900
2002-06-10,28.360001,28.750000,26.200001,27.620001,23.712439,530389900
2002-06-17,28.000000,29.150000,25.650000,25.820000,22.167095,550307400
2002-06-24,25.450001,26.799999,24.389999,26.100000,22.407478,714301900
2002-07-01,25.969999,26.389999,23.090000,26.340000,22.613529,334218800
2002-07-08,26.200001,26.549999,23.530001,24.799999,21.291399,603992300
2002-07-15,24.680000,26.440001,23.750000,23.990000,20.595991,684612300
2002-07-22,23.850000,24.500000,21.639999,22.670000,19.462738,737264900
2002-07-29,23.270000,24.690001,21.820000,22.250000,19.102160,479816500
2002-08-05,22.110001,23.709999,21.299999,23.330000,20.029373,531214300
2002-08-12,23.049999,25.000000,22.469999,24.700001,21.205561,470079600
2002-08-19,24.770000,26.209999,24.680000,25.150000,21.591877,422919400
2002-08-26,25.299999,25.510000,23.020000,23.490000,20.166737,447741200
2002-09-02,23.059999,23.430000,21.930000,22.850000,19.617283,342131100
2002-09-09,22.670000,24.350000,22.389999,22.990000,19.737473,371677700
2002-09-16,22.860001,23.209999,21.480000,21.670000,18.604221,404716200
2002-09-23,21.450001,22.330000,20.650000,21.309999,18.295158,459019900
2002-09-30,21.070000,21.990000,20.110001,20.350000,17.470968,444620100
2002-10-07,20.260000,22.379999,19.760000,22.219999,19.076414,511653800
2002-10-14,21.870001,23.850000,21.780001,23.809999,20.441465,475204600
2002-10-21,23.520000,24.860001,23.299999,24.700001,21.205561,423584100
2002-10-28,25.000000,25.400000,23.370001,25.250000,21.677731,452248400
2002-11-04,26.049999,26.820000,24.959999,25.070000,21.523205,466066600
2002-11-11,24.950001,26.450001,24.150000,26.440001,22.699383,437486300
2002-11-18,26.709999,27.940001,25.299999,27.719999,23.798286,418763400
2002-11-25,27.760000,28.290001,26.900000,27.719999,23.798286,260980000
2002-12-02,28.420000,28.790001,25.740000,26.469999,22.725126,458508500
2002-12-09,26.219999,26.690001,25.010000,25.040001,21.497440,344615300
2002-12-16,25.219999,26.200001,24.809999,25.320000,21.737835,351520200
2002-12-23,25.180000,25.910000,24.750000,24.820000,21.308569,139000000
2002-12-30,24.840000,25.709999,24.280001,25.680000,22.046904,208374500
2003-01-06,25.709999,27.260000,25.200001,27.100000,23.266006,388924800
2003-01-13,27.330000,27.469999,25.270000,25.309999,21.729244,321024800
2003-01-20,25.410000,25.840000,24.639999,24.820000,21.308569,300740600
2003-01-27,24.450001,25.450001,24.010000,24.440001,20.982336,398335100
2003-02-03,24.520000,24.860001,23.650000,23.809999,20.441465,377366600
2003-02-10,23.889999,24.610001,23.320000,24.490000,21.025263,342046700
2003-02-17,24.700001,25.370001,24.510000,25.170000,21.609058,249506500
2003-02-24,25.129999,25.219999,24.080000,25.160000,21.600473,307702700
2003-03-03,25.270000,25.480000,23.959999,24.540001,21.068186,317954000
2003-03-10,24.330000,25.980000,23.540001,25.719999,22.081245,407074000
2003-03-17,25.430000,27.379999,25.350000,27.170000,23.326107,514998900
2003-03-24,26.469999,26.770000,25.950001,26.080000,22.390322,341344000
2003-03-31,25.600000,26.850000,25.209999,26.049999,22.364553,374152500
2003-04-07,27.110001,27.200001,25.299999,25.510000,21.900953,339542400
2003-04-14,25.600000,26.980000,25.490000,26.820000,23.025618,258023400
2003-04-21,26.940001,27.750000,26.620001,26.950001,23.137232,329475700
2003-04-28,27.049999,28.290001,26.950001,28.280001,24.279066,350798800
2003-05-05,28.330000,28.900000,27.760000,28.410000,24.390671,366989100
2003-05-12,28.360001,28.990000,28.170000,28.700001,24.639648,327425300
2003-05-19,28.520000,28.680000,27.410000,28.100000,24.124533,327125000
2003-05-26,27.930000,29.870001,27.900000,29.790001,25.575441,353142200
2003-06-02,30.080000,31.469999,29.309999,30.129999,25.867331,517581700
2003-06-09,30.000000,30.750000,29.530001,29.959999,25.721386,414744200
2003-06-16,30.170000,31.240000,30.000000,30.379999,26.081963,369978300
2003-06-23,30.330000,30.570000,29.469999,29.830000,25.609781,425408500
2003-06-30,30.160000,31.100000,29.260000,30.580000,26.253662,309918400
2003-07-07,30.969999,32.490002,30.959999,31.840000,27.335409,430674300
2003-07-14,32.340000,32.750000,30.920000,31.280001,26.854633,436501700
2003-07-21,31.240000,32.020000,30.610001,31.799999,27.301071,437556500
2003-07-28,31.860001,32.330002,31.240000,31.459999,27.009159,352447700
2003-08-04,31.420000,31.799999,29.930000,30.070000,25.815828,438206100
2003-08-11,30.080000,31.290001,30.030001,31.170000,26.760204,259745800
2003-08-18,31.309999,33.369999,31.230000,32.439999,27.850523,363813800
2003-08-25,32.360001,33.459999,31.809999,33.389999,28.666142,278875100
2003-09-01,33.490002,34.340000,33.130001,33.939999,29.138294,320298100
2003-09-08,34.000000,34.529999,33.009998,33.820000,29.035286,470615900
2003-09-15,33.840000,34.860001,33.439999,34.580002,29.687773,383118600
2003-09-22,34.130001,34.560001,32.520000,32.580002,27.970730,514547200
2003-09-29,32.759998,34.470001,32.360001,34.189999,29.352932,519412800
2003-10-06,34.279999,35.270000,34.009998,35.009998,30.056934,387227200
2003-10-13,35.139999,35.849998,34.599998,34.610001,29.713512,391989300
2003-10-20,34.650002,35.450001,33.490002,34.200001,29.361530,434329500
2003-10-27,34.279999,36.000000,34.040001,35.180000,30.202883,395591200
2003-11-03,35.430000,36.180000,35.150002,35.630001,30.589220,352660400
2003-11-10,35.700001,36.020000,34.849998,35.040001,30.082682,380043300
2003-11-17,34.840000,34.970001,33.730000,34.230000,29.387291,502083900
2003-11-24,34.520000,35.520000,34.470001,35.380001,30.374584,262222800
2003-12-01,35.709999,36.119999,34.959999,35.040001,30.082682,442665300
2003-12-08,35.020000,35.459999,34.130001,35.240002,30.254402,480979000
2003-12-15,35.930000,35.990002,34.419998,35.459999,30.443274,444226400
2003-12-22,35.349998,36.090000,35.290001,35.849998,30.778099,200917700
2003-12-29,36.029999,36.790001,36.020000,36.360001,31.228134,227274300
2004-01-05,36.580002,38.349998,36.560001,37.730000,32.404774,372678300
2004-01-12,37.849998,38.630001,37.599998,38.570000,33.126232,420516500
2004-01-19,38.730000,39.000000,37.779999,38.009998,32.645245,372991600
2004-01-26,37.980000,38.650002,36.660000,37.070000,31.837921,537879900
2004-02-02,37.200001,37.480000,36.330002,37.130001,31.889473,481888200
2004-02-09,37.340000,37.970001,36.759998,36.939999,31.726288,377490200
2004-02-16,37.279999,37.900002,36.549999,36.860001,31.657570,373842100
2004-02-23,37.000000,37.029999,36.099998,36.570000,31.408499,494890300
2004-03-01,36.680000,37.180000,36.209999,36.630001,31.460032,439187700
2004-03-08,36.689999,36.820000,34.799999,35.509998,30.498106,643467600
2004-03-15,35.360001,35.619999,34.630001,34.750000,29.845369,541989800
2004-03-22,34.529999,35.580002,34.009998,35.220001,30.249041,599245800
2004-03-29,35.509998,37.160000,35.490002,37.099998,31.863676,524587000
2004-04-05,37.009998,37.500000,36.660000,36.939999,31.726288,334144200
2004-04-12,37.020000,37.360001,35.790001,36.090000,30.996252,503875400
2004-04-19,36.009998,37.259998,35.639999,37.209999,31.958164,552713200
2004-04-26,37.180000,37.290001,34.720001,34.770000,29.862547,581427700
2004-05-03,35.000000,35.750000,34.849998,34.970001,30.034336,581131000
2004-05-10,34.669998,35.450001,34.270000,34.750000,29.845369,746742000
2004-05-17,34.380001,35.509998,34.110001,35.020000,30.077263,595253400
2004-05-24,35.299999,36.549999,34.950001,36.549999,31.391321,506535800
2004-05-31,36.270000,36.660000,35.820000,36.189999,31.082134,382647100
2004-06-07,36.439999,37.189999,36.340000,36.840000,31.640377,335380000
2004-06-14,36.610001,36.990002,36.099998,36.439999,31.296844,398296600
2004-06-21,36.520000,37.389999,36.020000,37.330002,32.061245,434639900
2004-06-28,37.490002,37.900002,36.630001,36.820000,31.623228,456306800
2004-07-05,36.599998,36.599998,35.549999,35.750000,30.704245,420625800
2004-07-12,35.570000,35.810001,34.619999,34.669998,29.776663,493348500
2004-07-19,34.779999,35.650002,34.029999,34.209999,29.381594,599171300
2004-07-26,34.240002,35.099998,33.700001,34.889999,29.965612,552704300
2004-08-02,34.610001,35.020000,32.660000,32.720001,28.101898,512248000
2004-08-09,32.810001,33.480000,32.349998,32.520000,27.930122,511427300
2004-08-16,32.610001,34.139999,32.590000,34.009998,29.209826,470685500
2004-08-23,34.049999,34.680000,33.810001,34.560001,29.682194,374656500
2004-08-30,34.410000,34.880001,33.650002,34.139999,29.321470,413516000
2004-09-06,34.400002,35.189999,34.119999,35.119999,30.163162,410011700
2004-09-13,35.250000,35.720001,35.119999,35.430000,30.429403,426969900
2004-09-20,35.290001,35.849998,34.750000,34.799999,29.888309,501510500
2004-09-27,34.619999,36.150002,34.230000,36.099998,31.004839,460951400
2004-10-04,36.360001,36.689999,35.500000,35.580002,30.558229,483049800
2004-10-11,35.720001,36.139999,35.200001,35.630001,30.601175,510075300
2004-10-18,35.509998,36.790001,35.400002,35.799999,30.747187,582379800
2004-10-25,35.730000,37.240002,35.410000,36.900002,31.691936,565344000
2004-11-01,36.980000,38.160000,36.799999,37.959999,32.602314,551798400
2004-11-08,37.950001,38.759998,37.650002,38.660000,33.203522,448403900
2004-11-15,38.639999,39.360001,38.320000,38.680000,33.220707,518486000
2004-11-22,38.610001,39.480000,38.480000,39.209999,33.675896,277108500
2004-11-29,39.459999,40.590000,38.970001,40.130001,34.466026,521036800
2004-12-06,40.119999,40.500000,39.240002,39.930000,34.294258,422499500
2004-12-13,40.230000,40.680000,39.430000,39.470001,33.899193,445509000
2004-12-20,39.570000,39.930000,39.090000,39.759998,34.475304,310662300
2004-12-27,39.980000,40.160000,39.400002,39.919998,34.614056,262145500
2005-01-03,40.090000,40.290001,38.209999,38.549999,33.426147,591558200
2005-01-10,38.439999,38.869999,38.009998,38.430000,33.322090,518361200
2005-01-17,38.279999,38.790001,36.990002,37.049999,32.125526,456274500
2005-01-24,37.119999,37.290001,36.459999,36.919998,32.012787,579439400
2005-01-31,37.360001,37.820000,37.000000,37.750000,32.732487,455370600
2005-02-07,37.799999,38.009998,36.880001,37.700001,32.689114,456706800
2005-02-14,37.700001,38.480000,37.259998,37.349998,32.385639,451376400
2005-02-21,37.029999,37.700001,36.700001,37.619999,32.619759,395565400
2005-02-28,37.459999,38.020000,36.919998,37.520000,32.533062,457878600
2005-03-07,37.599998,38.290001,37.020000,37.169998,32.229561,481123200
2005-03-14,37.240002,37.480000,36.349998,36.509998,31.657303,528339500
2005-03-21,36.599998,36.750000,36.070000,36.270000,31.449188,381780500
2005-03-28,36.410000,36.880001,35.939999,36.200001,31.388512,524397500
2005-04-04,36.250000,37.070000,36.029999,36.639999,31.770033,429476700
2005-04-11,36.750000,36.779999,34.680000,34.740002,30.122557,652891200
2005-04-18,34.709999,35.709999,34.590000,35.090000,30.426041,586965400
2005-04-25,35.299999,35.700001,34.349998,34.980000,30.330666,532286000
2005-05-02,35.099998,36.020000,34.889999,35.860001,31.093685,418210000
2005-05-09,35.869999,36.470001,35.299999,36.240002,31.423187,525321200
2005-05-16,36.240002,37.689999,36.130001,37.660000,32.654453,458014800
2005-05-23,37.660000,38.270000,37.590000,38.209999,33.131332,404512500
2005-05-30,38.189999,38.680000,37.919998,38.099998,33.035969,359082100
2005-06-06,38.119999,38.470001,37.380001,37.549999,32.559071,426201700
2005-06-13,37.480000,38.209999,37.250000,37.869999,32.836525,423242700
2005-06-20,37.720001,38.180000,36.959999,36.970001,32.085793,504954100
2005-06-27,36.950001,37.259998,36.680000,36.730000,31.877487,360683200
2005-07-04,36.599998,37.810001,36.549999,37.770000,32.780090,379176700
2005-07-11,37.869999,39.000000,37.799999,38.889999,33.752117,420852800
2005-07-18,38.790001,39.689999,38.689999,39.419998,34.212124,426890600
2005-07-25,39.459999,39.919998,39.189999,39.580002,34.350967,338438100
2005-08-01,39.639999,40.139999,39.430000,39.480000,34.264187,339013800
2005-08-08,39.520000,39.689999,38.970001,39.209999,34.029861,406690500
2005-08-15,39.139999,39.630001,38.740002,38.820000,33.691360,356711300
2005-08-22,38.880001,39.180000,38.270000,38.459999,33.378929,356734400
2005-08-29,38.259998,39.150002,38.259998,38.770000,33.647984,383869600
2005-09-05,38.950001,39.689999,38.900002,39.619999,34.385681,284418500
2005-09-12,39.630001,39.910000,39.049999,39.400002,34.194759,367935300
2005-09-19,39.320000,39.540001,38.240002,38.750000,33.630627,493834700
2005-09-26,38.970001,39.480000,38.450001,39.459999,34.246803,402344700
2005-10-03,39.540001,39.880001,37.919998,38.340000,33.274799,526520000
2005-10-10,38.270000,38.459999,37.330002,38.060001,33.031784,594891200
2005-10-17,38.070000,38.849998,37.610001,38.549999,33.457039,527639600
2005-10-24,38.730000,39.270000,37.919998,38.320000,33.257431,514839800
2005-10-31,38.450001,40.230000,38.419998,40.080002,34.784901,528189800
2005-11-07,40.209999,40.919998,39.919998,40.709999,35.331696,417463300
2005-11-14,40.770000,41.650002,40.380001,41.450001,35.973911,402337300
2005-11-21,41.400002,42.020000,41.240002,41.889999,36.355789,245576800
2005-11-28,42.000000,42.130001,41.189999,42.110001,36.546722,405046900
2005-12-05,42.060001,42.310001,41.270000,41.720001,36.208256,395484900
2005-12-12,41.869999,42.209999,41.549999,41.580002,36.086750,331407000
2005-12-19,41.669998,41.709999,40.750000,41.400002,36.017212,311684300
2005-12-26,41.520000,41.680000,40.360001,40.410000,35.155918,213286900
2006-01-02,40.650002,42.700001,40.160000,42.680000,37.130775,389830600
2006-01-09,42.680000,43.310001,42.520000,42.980000,37.391750,412900900
2006-01-16,42.650002,42.820000,41.150002,41.250000,35.886711,498647400
2006-01-23,41.360001,42.389999,41.080002,42.110001,36.634888,512596200
2006-01-30,42.180000,42.320000,40.779999,40.919998,35.599594,459241000
2006-02-06,40.720001,41.369999,40.259998,40.959999,35.634407,416186900
2006-02-13,40.700001,41.549999,40.299999,41.209999,35.851906,442867500
2006-02-20,41.209999,41.540001,40.610001,41.259998,35.895397,300687800
2006-02-27,41.360001,42.009998,40.970001,41.450001,36.060699,445394500
2006-03-06,41.540001,41.630001,40.189999,40.560001,35.286411,533015600
2006-03-13,40.740002,41.919998,40.619999,41.450001,36.060699,451336700
2006-03-20,41.570000,42.009998,40.820000,41.299999,35.955414,466042600
2006-03-27,41.279999,42.299999,40.990002,41.930000,36.503887,472582500
2006-04-03,42.150002,43.049999,41.900002,42.320000,36.843410,470628600
2006-04-10,42.400002,42.500000,41.709999,42.099998,36.651867,272691900
2006-04-17,42.040001,42.820000,41.389999,42.000000,36.564827,519003300
2006-04-24,41.950001,42.490002,41.500000,41.849998,36.434235,501580900
2006-05-01,41.919998,42.209999,41.279999,42.160000,36.704109,422084200
2006-05-08,42.080002,42.279999,40.180000,40.189999,34.989033,480942600
2006-05-15,40.020000,40.340000,38.750000,39.349998,34.257763,802188300
2006-05-22,39.009998,39.580002,38.230000,39.490002,34.379646,761647800
2006-05-29,39.299999,40.000000,38.540001,39.639999,34.510239,490893900
2006-06-05,39.560001,39.560001,37.490002,38.150002,33.213039,785924700
2006-06-12,38.200001,38.790001,37.160000,38.340000,33.378464,875290300
2006-06-19,38.500000,38.990002,37.910000,38.150002,33.235405,593020600
2006-06-26,38.169998,39.139999,37.380001,38.770000,33.775536,549677900
2006-07-03,38.889999,39.000000,37.570000,37.689999,32.834644,294001000
2006-07-10,37.790001,37.930000,35.790001,35.939999,31.310102,745876900
2006-07-17,35.950001,36.830002,35.540001,35.700001,31.101007,805428600
2006-07-24,35.840000,37.139999,35.799999,37.110001,32.329380,539564200
2006-07-31,37.080002,37.630001,36.259998,36.950001,32.189995,486638100
